office,name,type,508 Compliant,url,year,programs,keywords,state
,Georgia lead plant,Fact Sheet,TRUE,fact-sheet/georgia-lead-plant.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, and Georgia"
,Tri-colored bat,Fact Sheet,TRUE,fact-sheet/tri-colored-bat.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, North Carolina, Georgia, Florida, Alabama, Mississippi, Louisiana"
,Brook floater,Fact Sheet,TRUE,fact-sheet/brook-floater.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Georgia, South Carolina, North Carolina, West Virginia, Maryland, Delaware, New Jersey, Pennsylvania, New York, Connecticut, Massachusetts, Vermont, New Hampshire, Maine"
,Chamberlain's dwarf salamander,Fact Sheet,TRUE,fact-sheet/chamberlains-dwarf-salamander.pdf,2016,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Georgia, Florida"
,Ciliate-leaf tickseed,Fact Sheet,TRUE,fact-sheet/ciliate-leaf-tickseed.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, Georgia, Florida"
,Carolina hemlock,Fact Sheet,TRUE,fact-sheet/carolina-hemlock.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Virginia, South Carolina, North Carolina, Tennessee"
,Carolina birds-in-a-nest,Fact Sheet,TRUE,fact-sheet/carolina-birds-in-a-nest.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Georgia, Alabama, Florida"
,Boykin's lobelia,Fact Sheet,TRUE,fact-sheet/boykins-lobelia.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Florida, Georgia, South Carolina"
,Bog spicebush,Fact Sheet,TRUE,fact-sheet/bog-spicebush.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Georgia, Florida"
,Southern hognose snake,Fact Sheet,TRUE,fact-sheet/southern-hognose-snake.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Georgia, Alabama, Mississippi, Florida"
,Florida pine snake,Fact Sheet,TRUE,fact-sheet/florida-pine-snake.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, Florida, Georgia"
,Robust redhorse,Fact Sheet,TRUE,fact-sheet/robust-redhorse.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Georgia"
,Gopher tortoise,Fact Sheet,TRUE,fact-sheet/sc-gopher-tortoise.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Georgia"
,Carolina pygmy sunfish,Fact Sheet,TRUE,fact-sheet/carolina-pygmy-sunfish.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina"
,Newberry burrowing crayfish,Fact Sheet,TRUE,fact-sheet/newberry-burrowing-crayfish.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,South Carolina
,Mimic crayfish,Fact Sheet,TRUE,fact-sheet/mimic-crayfish.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,South Carolina
,Little River crayfish,Fact Sheet,TRUE,fact-sheet/little-river-crayfish.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,South Carolina
,Gopher frog,Fact Sheet,TRUE,fact-sheet/sc-gopher-frog.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, North Carolina"
,Spotted turtle,Fact Sheet,TRUE,fact-sheet/spotted-turtle.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Florida, Georgia"
,Edmund's snaketail,Fact Sheet,TRUE,fact-sheet/edmunds-snaketail.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Georgia"
,Calvert's emerald,Fact Sheet,TRUE,fact-sheet/calverts-emerald.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, Georgia, Alabama, Florida"
,Monarch butterfly,Fact Sheet,TRUE,fact-sheet/sc-monarch-butterfly.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Alabama , Arizona , Arkansas , California , Colorado , Connecticut , Delaware , District of Columbia , Florida , Georgia , Hawaii , Idaho , Illinois , Indiana , Iowa , Kansas , Kentucky , Louisiana , Maine , Maryland , Massachusetts , Michigan , Minnesota , Mississippi , Missouri , Montana , Nebraska , Nevada , New Hampshire , New Jersey , New Mexico , New York , North Carolina , North Dakota , Ohio , Oklahoma , Oregon , Pennsylvania , Rhode Island , South Carolina , South Dakota , Tennessee , Texas , Utah , Vermont , Virginia , Washington , West Virginia , Wisconsin , Wyoming"
,Frosted elfin,Fact Sheet,TRUE,fact-sheet/sc-frosted-elfin.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Maine, Vermont, Massachusetts, Connecticut, New York, Michigan, Minnesota, Rhode Island,Delaware, Maryland, West Virginia, North Carolina, South Carolina, Kentucky, Tennessee, Georgia, Alabama, Florida, Texas, Oklahoma, Louisiana, Mississippi"
,Margarita River skimmer (Mountain River cruiser),Fact Sheet,TRUE,fact-sheet/margarita-river-cruiser.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Georgia, North Carolina, South Carolina, Tennessee, Virginia"
,Septima's clubtail,Fact Sheet,TRUE,fact-sheet/septimas-clubtail.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Alabama, North Carolina, South Carolina"
,Smokies needlefly,Fact Sheet,TRUE,fact-sheet/smokies-needlefly.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Tennessee, Virginia"
,Green salamander,Fact Sheet,TRUE,fact-sheet/green-salamander.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Georgia, North Carolina, South Carolina"
,MacGillivray’s seaside sparrow,Fact Sheet,TRUE,fact-sheet/macgillivrays-seaside-sparrow.pdf,2017,Endangered Species,South Carolina Ecological Services Field Office,"Florida, Georgia, South Carolina"
,Golden-winged warbler,Fact Sheet,TRUE,fact-sheet/golden-winged-warbler.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Alabama, Arkansas, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kentucky, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, West Virginia, Wisconsin"
Caribbean Ecological Services Field Office,"Post-Disaster Guidance for Repair, Replacement, and Clean-up Projects in Streams and Waterways of Puerto Rico from Hurricane María",Guidelines,TRUE,guidelines/post-disaster-guidance-for-projects-in-streams-and-waterways-of-puerto-rico.pdf,2018,Endangered Species,"Hurricane Maria, Emergency Consultation",Puerto RIco
,Guabairo,Fact Sheet,TRUE,fact-sheet/guabairo.pdf,,Endangered Species,Spanish,Puerto Rico
Wolf Creek National Fish Hatchery,,Fact Sheet,TRUE,fact-sheet/wolf-creek-national-fish-hatchery.pdf,,Fish and Aquatic Conservation,,Kentucky
Wolf Creek National Fish Hatchery,Economic Impact,Fact Sheet,TRUE,fact-sheet/wolf-creek-national-fish-hatchery-economic-impact.pdf,2011,Fish and Aquatic Conservation,,Kentucky
Wolf Creek National Fish Hatchery,Hatchery Creek,Map,,map/wolf-creek-nfh-hatchery-creek.pdf,2020,Fish and Aquatic Conservation,,Kentucky
Wolf Creek National Fish Hatchery,Nature Trail,Map,,map/wolf-creek-nfh-nature-trail.png,2020,Fish and Aquatic Conservation,,Kentucky
Wolf Creek National Fish Hatchery,Kentucky trout stocking locations,Map,,map/kentucky-trout-stocking-locations.pdf,2020,Fish and Aquatic Conservation,,Kentucky
,Dune restoration and enhancement for the Florida Panhandle,Manual,,manual/dune-restoration-and-enhancement-for-the-florida-panhandle.pdf,,Endangered Species,"Beach Mouse, Panama City Ecological Services Field Office",Florida
,"Northern long-eared bat in Avery County, NC",Map,,map/NLEB-4D-rule-avery-county-june-1-2016.pdf,2016,Endangered Species,"Norhtern long-eared bat, Asheville Ecological Services Field Office",North Carolina
,"Northern long-eared bat in Clay County, NC",Map,,map/NLEB-4D-rule-clay-county-feb-3-2016.pdf,2016,Endangered Species,"Norhtern long-eared bat, Asheville Ecological Services Field Office",North Carolina
,"Northern long-eared bat in Cherokee County, NC",Map,,map/NLEB-4D-rule-cherokee-county-feb-3-2016.pdf,2016,Endangered Species,"Norhtern long-eared bat, Asheville Ecological Services Field Office",North Carolina
,"Northern long-eared bat in Yancey County, NC",Map,,map/NLEB-4D-rule-yancey-county-feb-3-2016.pdf,2016,Endangered Species,"Norhtern long-eared bat, Asheville Ecological Services Field Office",North Carolina
,"Northern long-eared bat in Swain County, NC",Map,,map/NLEB-4D-rule-swain-county-feb-3-2016.pdf,2016,Endangered Species,"Norhtern long-eared bat, Asheville Ecological Services Field Office",North Carolina
,"Northern long-eared bat in Rutherford County, NC",Map,,map/NLEB-4D-rule-rutherford-county-feb-3-2016.pdf,2016,Endangered Species,"Norhtern long-eared bat, Asheville Ecological Services Field Office",North Carolina
Merritt Island National Wildlife Refuge,Black Point trail guide,Brochure,TRUE,brochure/merritt-island-national-wildlife-refuge-black-point-trail-guide.pdf,2019,National WIldlife Refuge System,,Florida
,Give wings to your wild side!,Brochure,TRUE,brochure/arthur-r-marshall-loxahatchee-national-wildlife-refuge-give-wings-to-your-wild-side.pdf,2019,National WIldlife Refuge System,,Florida
,Fire report,Brochure,TRUE,brochure/fire-report-2018.pdf,2018,,Prescribed Fire,Florida
,"High Definition Stream Surveys of Choccolocco and Cheaha Creeks, AL",Report,,report/choccolocco-creek-high-def-stream-survey-report.pdf,2016,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,Evaluation of the Toxicity of Sediments from the Anniston PCB Site to the Mussel Lampsilis siliquoidea,Report,,report/anniston-mussel-toxicity-report.pdf,2015,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,"Supplemental Investigation of Sediment and Soil Chemistry in the Vicinity of the Anniston PCB Site, Anniston, Alabama",Report,,report/anniston-data-report.pdf,2015,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,"Supplemental Investigation of Sediment and Soil Chemistry in the Vicinity of the Anniston PCB Site, Anniston, Alabama: Tables",Report,,report/anniston-data-report-tables.pdf,2015,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,"Supplemental Investigation of Sediment and Soil Chemistry in the Vicinity of the Anniston PCB Site, Anniston, Alabama: Figures",Report,,report/anniston-data-report-figures.pdf,2015,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,"Supplemental Investigation of Sediment and Soil Chemistry in the Vicinity of the Anniston PCB Site, Anniston, Alabama: Appendices",Report,,report/anniston-data-report-appendices.pdf,2015,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,Field Sampling Plan for the 2013 Sediment and Floodplain-Soil Sampling Program for the Anniston PCB Site,Plan,,plan/anniston-field-sampling-plan.pdf,2013,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,"Site-Wide Quality Assurance Project Plan for the Natural Resource Damage Assessment of the Anniston PCB Site, Anniston, Alabama",Plan,,plan/anniston-site-wide-quality-assurance-plan.pdf,2013,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,"Evaluation of toxicity to the amphipod, Hyalella azteca, and to the midge, Chironomus dilutus; and bioaccumulation by the oligochaete, Lumbriculus variegatus, with exposure to PCB-contaminated sediments from Anniston, Alabama",Report,,https://pubs.er.usgs.gov/publication/sir20135125,2013,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,"Sediment and soil supplemental sampling program fro the Anniston PCB site, Anniston, Alabama",Plan,,plan/anniston-sediment-and-soil-supplemental-sampling-program.pdf,2013,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
,"Preliminary survey of contaminants in bird eggs for the Anniston PCB site, Anniston, Alabama",Plan,,plan/anniston-avian-study-summary.pdf,2013,Ecological Services,"Alabama Ecological Services Field Office, Contaminants",Alabama
